Namespace(batch_size=64, beta_moco=0.1, gamma_moco=0.1, gamma_modo=0.01, lr=0.1, moo_method='MoDo', num_epochs=100000, rho_moco=0.0, rho_modo=0.0, seed=3)

==================================================
Model parameter count per layer
==================================================
fc1.weight 	: 401408
fc1.bias 	: 512
fc2.weight 	: 5120
fc2.bias 	: 10
Total number of parametrs : 407050
--------------------------------------------------

==================================================
LOG FORMAT: Epoch: EPOCH | Descent Error: DESC ERROR
==================================================
Epoch:        0
Epoch:       10 | Descent Error: 0.3738316894
Epoch:       25 | Descent Error: 0.3133201748
Epoch:       50 | Descent Error: 0.2660281559
Epoch:       75 | Descent Error: 0.227560889
Epoch:      100 | Descent Error: 0.2016119003
Epoch:      250 | Descent Error: 0.1771342003
Epoch:      500 | Descent Error: 0.1563843835
Epoch:      750 | Descent Error: 0.1413778351
Epoch:    1,000 | Descent Error: 0.1278075404
Epoch:    2,000
Epoch:    2,500 | Descent Error: 0.1180383086
Epoch:    3,000
Epoch:    4,000
Epoch:    5,000 | Descent Error: 0.1083892957
Epoch:    6,000
Epoch:    7,000
Epoch:    7,500 | Descent Error: 0.1002030967
Epoch:    8,000
Epoch:    9,000
Epoch:   10,000 | Descent Error: 0.0933196854
Epoch:   11,000
Epoch:   12,000
Epoch:   13,000
Epoch:   14,000
Epoch:   15,000
Epoch:   16,000
Epoch:   17,000
Epoch:   18,000
Epoch:   19,000
Epoch:   20,000
Epoch:   21,000
Epoch:   22,000
Epoch:   23,000
Epoch:   24,000
Epoch:   25,000 | Descent Error: 0.0868476525
Epoch:   26,000
Epoch:   27,000
Epoch:   28,000
Epoch:   29,000
Epoch:   30,000
Epoch:   31,000
Epoch:   32,000
Epoch:   33,000
Epoch:   34,000
Epoch:   35,000
Epoch:   36,000
Epoch:   37,000
Epoch:   38,000
Epoch:   39,000
Epoch:   40,000
Epoch:   41,000
Epoch:   42,000
Epoch:   43,000
Epoch:   44,000
Epoch:   45,000
Epoch:   46,000
Epoch:   47,000
Epoch:   48,000
Epoch:   49,000
Epoch:   50,000 | Descent Error: 0.0811521779
Epoch:   51,000
Epoch:   52,000
Epoch:   53,000
Epoch:   54,000
Epoch:   55,000
Epoch:   56,000
Epoch:   57,000
Epoch:   58,000
Epoch:   59,000
Epoch:   60,000
Epoch:   61,000
Epoch:   62,000
Epoch:   63,000
Epoch:   64,000
Epoch:   65,000
Epoch:   66,000
Epoch:   67,000
Epoch:   68,000
Epoch:   69,000
Epoch:   70,000
Epoch:   71,000
Epoch:   72,000
Epoch:   73,000
Epoch:   74,000
Epoch:   75,000 | Descent Error: 0.0763217702
Epoch:   76,000
Epoch:   77,000
Epoch:   78,000
Epoch:   79,000
Epoch:   80,000
Epoch:   81,000
Epoch:   82,000
Epoch:   83,000
Epoch:   84,000
Epoch:   85,000
Epoch:   86,000
Epoch:   87,000
Epoch:   88,000
Epoch:   89,000
Epoch:   90,000
Epoch:   91,000
Epoch:   92,000
Epoch:   93,000
Epoch:   94,000
Epoch:   95,000
Epoch:   96,000
Epoch:   97,000
Epoch:   98,000
Epoch:   99,000
Epoch:  100,000 | Descent Error: 0.0720520608

====================================================================================================
PERF FORMAT: DATASET | Acuracy: ACC | Loss: LOSS1 LOSS2 LOSS3 | PS: PS
====================================================================================================
Train | Acuracy:  94.49% | Loss: 0.2709 0.00911 0.00139 | PS: 0.00105 
Val   | Acuracy:  92.39% | Loss: 0.32821 0.01187 0.00168 | PS: 0.00125 
Test  | Acuracy:  93.02% | Loss: 0.30106 0.01087 0.00154 | PS: 0.0013 
----------------------------------------------------------------------------------------------------
Optimization error  : 0.00105
Population error    : 0.0013
Generalization error: 0.00025
