Namespace(batch_size=64, beta_moco=0.1, gamma_moco=0.1, gamma_modo=0.01, lr=0.1, moo_method='MoDo', num_epochs=100000, rho_moco=0.0, rho_modo=0.0, seed=6)

==================================================
Model parameter count per layer
==================================================
fc1.weight 	: 401408
fc1.bias 	: 512
fc2.weight 	: 5120
fc2.bias 	: 10
Total number of parametrs : 407050
--------------------------------------------------

====================================================================================================
LOG FORMAT: Epoch: EPOCH | Train: LOSS1 LOSS2 LOSS3 | Test: LOSS1 LOSS2 LOSS3 | Error: POP OPT GEN
====================================================================================================
Epoch:        0
Epoch:       10 | Train: 1.7299 0.0744 0.0115 | Test: 1.7184 0.0741 0.0115 | Error: 0.00539 0.00534 5e-05
Epoch:       25 | Train: 1.2381 0.055 0.0094 | Test: 1.2156 0.0541 0.0094 | Error: 0.00701 0.00696 6e-05
Epoch:       50 | Train: 0.8779 0.0385 0.0071 | Test: 0.8491 0.0373 0.007 | Error: 0.00508 0.0051 -2e-05
Epoch:       75 | Train: 0.7269 0.0318 0.0061 | Test: 0.6989 0.0305 0.0059 | Error: 0.00469 0.00468 0.0
Epoch:      100 | Train: 0.6387 0.0278 0.0053 | Test: 0.6124 0.0267 0.0052 | Error: 0.00397 0.00381 0.00015
Epoch:      250 | Train: 0.4559 0.0198 0.0037 | Test: 0.4324 0.0187 0.0035 | Error: 0.00222 0.00224 -2e-05
Epoch:      500 | Train: 0.387 0.0169 0.003 | Test: 0.3694 0.016 0.0029 | Error: 0.00308 0.00265 0.00043
Epoch:      750 | Train: 0.3584 0.0156 0.0027 | Test: 0.3421 0.0149 0.0026 | Error: 0.00205 0.00188 0.00017
Epoch:    1,000 | Train: 0.3434 0.0148 0.0026 | Test: 0.3291 0.0141 0.0025 | Error: 0.0025 0.00205 0.00045
Epoch:    2,000
Epoch:    2,500 | Train: 0.3085 0.0131 0.0022 | Test: 0.2994 0.0126 0.0021 | Error: 0.00158 0.00166 -8e-05
Epoch:    3,000
Epoch:    4,000
Epoch:    5,000 | Train: 0.2895 0.0122 0.002 | Test: 0.2871 0.012 0.002 | Error: 0.00122 0.0012 2e-05
Epoch:    6,000
Epoch:    7,000
Epoch:    7,500 | Train: 0.2803 0.0116 0.0019 | Test: 0.2815 0.0117 0.0019 | Error: 0.00143 0.00104 0.00038
Epoch:    8,000
Epoch:    9,000
Epoch:   10,000 | Train: 0.2759 0.0114 0.0019 | Test: 0.2796 0.0115 0.0019 | Error: 0.00148 0.00103 0.00045
Epoch:   11,000
Epoch:   12,000
Epoch:   13,000
Epoch:   14,000
Epoch:   15,000
Epoch:   16,000
Epoch:   17,000
Epoch:   18,000
Epoch:   19,000
Epoch:   20,000
Epoch:   21,000
Epoch:   22,000
Epoch:   23,000
Epoch:   24,000
Epoch:   25,000 | Train: 0.2752 0.0105 0.0017 | Test: 0.2832 0.0111 0.0017 | Error: 0.0012 0.00068 0.00051
Epoch:   26,000
Epoch:   27,000
Epoch:   28,000
Epoch:   29,000
Epoch:   30,000
Epoch:   31,000
Epoch:   32,000
Epoch:   33,000
Epoch:   34,000
Epoch:   35,000
Epoch:   36,000
Epoch:   37,000
Epoch:   38,000
Epoch:   39,000
Epoch:   40,000
Epoch:   41,000
Epoch:   42,000
Epoch:   43,000
Epoch:   44,000
Epoch:   45,000
Epoch:   46,000
Epoch:   47,000
Epoch:   48,000
Epoch:   49,000
Epoch:   50,000 | Train: 0.2744 0.0099 0.0015 | Test: 0.2891 0.0109 0.0016 | Error: 0.00128 0.00088 0.0004
Epoch:   51,000
Epoch:   52,000
Epoch:   53,000
Epoch:   54,000
Epoch:   55,000
Epoch:   56,000
Epoch:   57,000
Epoch:   58,000
Epoch:   59,000
Epoch:   60,000
Epoch:   61,000
Epoch:   62,000
Epoch:   63,000
Epoch:   64,000
Epoch:   65,000
Epoch:   66,000
Epoch:   67,000
Epoch:   68,000
Epoch:   69,000
Epoch:   70,000
Epoch:   71,000
Epoch:   72,000
Epoch:   73,000
Epoch:   74,000
Epoch:   75,000 | Train: 0.275 0.0096 0.0015 | Test: 0.2951 0.0108 0.0016 | Error: 0.001 0.00076 0.00024
Epoch:   76,000
Epoch:   77,000
Epoch:   78,000
Epoch:   79,000
Epoch:   80,000
Epoch:   81,000
Epoch:   82,000
Epoch:   83,000
Epoch:   84,000
Epoch:   85,000
Epoch:   86,000
Epoch:   87,000
Epoch:   88,000
Epoch:   89,000
Epoch:   90,000
Epoch:   91,000
Epoch:   92,000
Epoch:   93,000
Epoch:   94,000
Epoch:   95,000
Epoch:   96,000
Epoch:   97,000
Epoch:   98,000
Epoch:   99,000
Epoch:  100,000 | Train: 0.2745 0.0093 0.0014 | Test: 0.299 0.0108 0.0015 | Error: 0.00122 0.00067 0.00055

====================================================================================================
PERF FORMAT: DATASET | Acuracy: ACC | Loss: LOSS1 LOSS2 LOSS3 | PS: PS
====================================================================================================
Train | Acuracy:  94.32% | Loss: 0.27453 0.00933 0.00141 | PS: 0.00067 
Val   | Acuracy:  92.63% | Loss: 0.30878 0.01132 0.00163 | PS: 0.00084 
Test  | Acuracy:  93.12% | Loss: 0.29904 0.01082 0.00154 | PS: 0.00122 
----------------------------------------------------------------------------------------------------
Optimization error  : 0.00067
Population error    : 0.00122
Generalization error: 0.00055
Script time: 15055.200053215027
