Namespace(batch_size=64, beta_moco=0.1, gamma_moco=0.1, gamma_modo=0.01, lr=0.1, moo_method='MoDo', num_epochs=100000, rho_moco=0.0, rho_modo=0.0, seed=5)

==================================================
Model parameter count per layer
==================================================
fc1.weight 	: 401408
fc1.bias 	: 512
fc2.weight 	: 5120
fc2.bias 	: 10
Total number of parametrs : 407050
--------------------------------------------------

====================================================================================================
LOG FORMAT: Epoch: EPOCH | Train: LOSS1 LOSS2 LOSS3 | Test: LOSS1 LOSS2 LOSS3 | Error: POP OPT GEN
====================================================================================================
Epoch:        0
Epoch:       10 | Train: 1.7122 0.073 0.0113 | Test: 1.7044 0.0728 0.0113 | Error: 0.00524 0.00516 8e-05
Epoch:       25 | Train: 1.2415 0.055 0.0094 | Test: 1.2225 0.0542 0.0093 | Error: 0.00623 0.00613 0.0001
Epoch:       50 | Train: 0.8954 0.0395 0.0073 | Test: 0.8727 0.0385 0.0072 | Error: 0.00539 0.00534 6e-05
Epoch:       75 | Train: 0.7436 0.0328 0.0063 | Test: 0.7209 0.0317 0.0061 | Error: 0.00495 0.00478 0.00017
Epoch:      100 | Train: 0.6527 0.0285 0.0055 | Test: 0.6318 0.0275 0.0054 | Error: 0.00435 0.00411 0.00024
Epoch:      250 | Train: 0.4675 0.0203 0.0038 | Test: 0.4487 0.0194 0.0037 | Error: 0.00266 0.00245 0.00021
Epoch:      500 | Train: 0.3943 0.0171 0.0031 | Test: 0.3802 0.0165 0.003 | Error: 0.00251 0.00214 0.00037
Epoch:      750 | Train: 0.3614 0.0157 0.0027 | Test: 0.3493 0.0151 0.0027 | Error: 0.00226 0.00181 0.00045
Epoch:    1,000 | Train: 0.3435 0.0148 0.0026 | Test: 0.333 0.0143 0.0025 | Error: 0.00188 0.00148 0.0004
Epoch:    2,000
Epoch:    2,500 | Train: 0.3093 0.0132 0.0022 | Test: 0.3019 0.0128 0.0021 | Error: 0.00138 0.00147 -9e-05
Epoch:    3,000
Epoch:    4,000
Epoch:    5,000 | Train: 0.29 0.0122 0.002 | Test: 0.2919 0.0122 0.002 | Error: 0.00178 0.00128 0.0005
Epoch:    6,000
Epoch:    7,000
Epoch:    7,500 | Train: 0.2818 0.0117 0.0019 | Test: 0.2865 0.0119 0.0019 | Error: 0.00138 0.00103 0.00035
Epoch:    8,000
Epoch:    9,000
Epoch:   10,000 | Train: 0.2754 0.0114 0.0019 | Test: 0.281 0.0116 0.0019 | Error: 0.0015 0.00133 0.00018
Epoch:   11,000
Epoch:   12,000
Epoch:   13,000
Epoch:   14,000
Epoch:   15,000
Epoch:   16,000
Epoch:   17,000
Epoch:   18,000
Epoch:   19,000
Epoch:   20,000
Epoch:   21,000
Epoch:   22,000
Epoch:   23,000
Epoch:   24,000
Epoch:   25,000 | Train: 0.2701 0.0105 0.0017 | Test: 0.2847 0.0113 0.0017 | Error: 0.00159 0.00124 0.00035
Epoch:   26,000
Epoch:   27,000
Epoch:   28,000
Epoch:   29,000
Epoch:   30,000
Epoch:   31,000
Epoch:   32,000
Epoch:   33,000
Epoch:   34,000
Epoch:   35,000
Epoch:   36,000
Epoch:   37,000
Epoch:   38,000
Epoch:   39,000
Epoch:   40,000
Epoch:   41,000
Epoch:   42,000
Epoch:   43,000
Epoch:   44,000
Epoch:   45,000
Epoch:   46,000
Epoch:   47,000
Epoch:   48,000
Epoch:   49,000
Epoch:   50,000 | Train: 0.2718 0.0098 0.0015 | Test: 0.2929 0.011 0.0016 | Error: 0.00128 0.00091 0.00038
Epoch:   51,000
Epoch:   52,000
Epoch:   53,000
Epoch:   54,000
Epoch:   55,000
Epoch:   56,000
Epoch:   57,000
Epoch:   58,000
Epoch:   59,000
Epoch:   60,000
Epoch:   61,000
Epoch:   62,000
Epoch:   63,000
Epoch:   64,000
Epoch:   65,000
Epoch:   66,000
Epoch:   67,000
Epoch:   68,000
Epoch:   69,000
Epoch:   70,000
Epoch:   71,000
Epoch:   72,000
Epoch:   73,000
Epoch:   74,000
Epoch:   75,000 | Train: 0.2554 0.0096 0.0015 | Test: 0.2845 0.0111 0.0017 | Error: 0.00159 0.00096 0.00063
Epoch:   76,000
Epoch:   77,000
Epoch:   78,000
Epoch:   79,000
Epoch:   80,000
Epoch:   81,000
Epoch:   82,000
Epoch:   83,000
Epoch:   84,000
Epoch:   85,000
Epoch:   86,000
Epoch:   87,000
Epoch:   88,000
Epoch:   89,000
Epoch:   90,000
Epoch:   91,000
Epoch:   92,000
Epoch:   93,000
Epoch:   94,000
Epoch:   95,000
Epoch:   96,000
Epoch:   97,000
Epoch:   98,000
Epoch:   99,000
Epoch:  100,000 | Train: 0.2624 0.0092 0.0014 | Test: 0.2958 0.011 0.0016 | Error: 0.00153 0.00116 0.00037

====================================================================================================
PERF FORMAT: DATASET | Acuracy: ACC | Loss: LOSS1 LOSS2 LOSS3 | PS: PS
====================================================================================================
Train | Acuracy:  94.42% | Loss: 0.26237 0.00918 0.00142 | PS: 0.00116 
Val   | Acuracy:  92.46% | Loss: 0.32394 0.0119 0.0017 | PS: 0.00122 
Test  | Acuracy:  92.93% | Loss: 0.29576 0.01097 0.00158 | PS: 0.00153 
----------------------------------------------------------------------------------------------------
Optimization error  : 0.00116
Population error    : 0.00153
Generalization error: 0.00037
Script time: 36839.8474111557
